Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
Bay Park,32.7952,-117.2032,Entire home/apt,12,2,4,8,300,2,1125,109,98,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.75211,-117.24492,Entire home/apt,4,1,1,2,104,2,1124,193,97,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.75198,-117.24521,Entire home/apt,4,1,1,2,109,2,1124,157,96,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.75252,-117.24494,Entire home/apt,4,1,1,2,109,2,1124,190,97,1,0,0,0,0,1,0,1,0,0
East Village,32.71273,-117.1492,Entire home/apt,4,1,1,2,95,30,366,66,92,0,0,1,0,0,0,1,1,0,0
Marina,32.71054,-117.16136,Private room,2,0,1,1,79,1,1125,35,89,0,0,1,0,0,0,1,0,1,0
Marina,32.71111,-117.16155,Private room,1,0,1,1,69,1,1125,22,88,0,0,1,0,0,0,1,0,1,0
Gaslamp Quarter,32.71088,-117.15992,Private room,2,0,1,1,69,1,1125,22,87,0,0,1,0,0,0,1,0,1,0
Gaslamp Quarter,32.71239,-117.15963,Private room,1,0,1,1,59,1,1125,27,84,0,0,1,0,0,0,1,0,1,0
La Jolla,32.85323,-117.25411,Entire home/apt,5,2,2,3,386,7,1125,2,100,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72661,-117.16914,Entire home/apt,2,2,2,2,127,1,1125,69,99,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.72604,-117.1329,Entire home/apt,3,1,1,1,93,2,1125,120,98,0,0,1,0,0,0,1,1,0,0
La Jolla,32.83083,-117.2773,Entire home/apt,4,1,1,2,135,3,90,100,97,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.73555,-117.25094,Entire home/apt,16,4,7,10,1050,6,30,9,89,1,0,0,0,0,1,0,1,0,0
East Village,32.71604,-117.15372,Entire home/apt,5,1,2,3,140,30,60,4,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.7671,-117.25211,Entire home/apt,9,2,3,5,256,3,1125,9,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76704,-117.25214,Entire home/apt,6,2,2,3,205,3,1125,22,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.58408,-117.06981,Private room,5,3,3,2,40,1,28,169,93,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.7671,-117.25211,Entire home/apt,16,5,7,11,702,3,1125,2,100,0,1,0,0,0,1,0,1,0,0
Encanto,32.72674,-117.0662,Entire home/apt,2,1,1,1,65,1,1125,228,97,0,0,0,0,1,0,1,1,0,0
Encanto,32.72326,-117.06125,Entire home/apt,2,1,1,1,55,1,1125,21,86,0,0,0,0,1,0,1,1,0,0
Ocean Beach,32.75026,-117.24663,Entire home/apt,4,1,1,1,135,3,1125,87,97,1,0,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71249,-117.15974,Private room,2,0,1,1,79,1,1125,14,93,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.77789,-117.25279,Entire home/apt,12,4,4,7,425,3,182,105,98,0,1,0,0,0,1,0,1,0,0
North Clairemont,32.83622,-117.18617,Private room,1,1,1,1,42,1,1125,17,86,0,0,0,1,0,0,1,0,1,0
Balboa Park,32.71814,-117.14098,Entire home/apt,8,2,3,7,323,2,28,70,96,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80539,-117.21933,Shared room,1,1,1,1,25,3,1125,13,98,0,1,0,0,0,1,0,0,0,1
Mira Mesa,32.90801,-117.16261,Private room,2,1,1,1,54,3,1125,18,96,0,0,0,0,1,0,1,0,1,0
Wooded Area,32.72378,-117.25179,Entire home/apt,6,2,3,3,279,2,1125,61,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.7613,-117.2528,Entire home/apt,4,1,1,2,96,2,60,228,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78217,-117.25186,Entire home/apt,9,2.5,2,5,375,3,1125,6,87,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78217,-117.25186,Entire home/apt,16,4.5,5,9,857,3,1125,9,89,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.72025,-117.13197,Private room,2,1,1,1,520,1,7,193,98,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.76256,-117.25051,Entire home/apt,8,3,3,5,350,1,365,18,98,0,1,0,0,0,1,0,1,0,0
Midtown,32.744,-117.15649,Entire home/apt,8,2.5,4,4,189,2,30,20,98,0,0,1,0,0,0,1,1,0,0
West University Heights,32.76253,-117.14703,Entire home/apt,4,1,1,2,100,1,1125,150,91,0,0,0,1,0,0,1,1,0,0
South Park,32.72548,-117.12398,Entire home/apt,5,1.5,2,3,145,3,1125,36,98,0,0,1,0,0,0,1,1,0,0
Old Town,32.74889,-117.18716,Entire home/apt,5,1,1,0,114,28,365,23,98,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75515,-117.14948,Entire home/apt,4,1,2,2,233,1,365,32,96,0,0,0,1,0,0,1,1,0,0
Cortez Hill,32.72016,-117.16511,Entire home/apt,2,1,1,0,115,25,1125,11,96,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71729,-117.1301,Entire home/apt,2,1,1,1,72,2,7,403,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78596,-117.25214,Entire home/apt,8,3.5,4,7,502,2,1125,34,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77487,-117.25132,Entire home/apt,4,1,2,2,194,2,1125,41,84,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77411,-117.25161,Entire home/apt,4,1,2,3,194,2,1125,44,84,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77436,-117.25131,Entire home/apt,6,1,2,3,246,2,1125,22,83,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77256,-117.2538,Entire home/apt,6,1,2,4,243,2,1125,36,84,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79553,-117.25695,Entire home/apt,4,2,2,3,272,3,1125,31,89,0,1,0,0,0,1,0,1,0,0
La Jolla,32.80927,-117.26852,Entire home/apt,8,2,4,5,538,2,1125,21,94,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71189,-117.15969,Entire home/apt,6,1,1,4,106,1,1125,87,86,0,0,1,0,0,0,1,1,0,0
Old Town,32.74953,-117.19126,Entire home/apt,4,1,1,2,118,3,60,121,92,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78453,-117.25362,Entire home/apt,8,3,3,4,502,3,1125,16,84,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83011,-117.27784,Entire home/apt,7,2,3,4,299,4,1125,110,94,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82997,-117.2792,Entire home/apt,7,3,3,4,332,4,1125,131,98,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.81539,-117.23622,Entire home/apt,12,4,5,8,1093,2,1125,10,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78373,-117.2536,Entire home/apt,5,1,2,3,210,5,1125,3,90,0,1,0,0,0,1,0,1,0,0
Midtown,32.7457,-117.16496,Entire home/apt,8,2,4,4,277,3,1125,116,99,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78374,-117.25413,Entire home/apt,6,2,2,4,425,3,28,18,100,0,1,0,0,0,1,0,1,0,0
Rancho Penasquitos,32.94954,-117.1208,Entire home/apt,12,3,4,8,249,30,1125,105,97,0,0,0,0,1,0,1,1,0,0
Marina,32.71191,-117.1699,Entire home/apt,4,1,1,2,275,17,1125,48,92,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76447,-117.25099,Entire home/apt,6,2,2,3,285,4,1125,25,96,0,1,0,0,0,1,0,1,0,0
Rancho Penasquitos,32.95462,-117.10864,Private room,2,1,1,1,60,3,90,23,96,0,0,0,0,1,0,1,0,1,0
Loma Portal,32.74712,-117.2397,Entire home/apt,4,2,2,2,134,3,1125,47,98,1,0,0,0,0,1,0,1,0,0
Old Town,32.74604,-117.18813,Entire home/apt,14,4,4,5,1143,3,1125,9,100,0,0,1,0,0,0,1,1,0,0
Old Town,32.74399,-117.18322,Private room,2,1,1,1,40,2,90,6,90,0,0,1,0,0,0,1,0,1,0
Loma Portal,32.74999,-117.23797,Private room,2,1,1,1,206,1,1125,13,98,1,0,0,0,0,1,0,0,1,0
Park West,32.73013,-117.16141,Entire home/apt,4,1,1,2,95,15,360,8,95,0,0,1,0,0,0,1,1,0,0
East Village,32.71702,-117.15114,Private room,1,1,1,1,35,30,365,2,90,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.78643,-117.23994,Entire home/apt,10,3.5,4,6,929,4,1125,36,97,0,1,0,0,0,1,0,1,0,0
Mount Hope,32.71597,-117.1105,Private room,2,1,1,1,65,2,1125,117,94,0,0,1,0,0,0,1,0,1,0
East Village,32.71042,-117.15461,Entire home/apt,4,1,2,2,125,30,1125,2,80,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77513,-117.25102,Entire home/apt,8,2,3,5,379,3,1125,22,97,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.74024,-117.15091,Entire home/apt,4,1,1,2,149,3,180,143,97,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80602,-117.25729,Entire home/apt,10,3,4,6,308,3,1124,34,94,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.82335,-117.1801,Entire home/apt,4,1,1,1,98,30,90,43,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78081,-117.25208,Entire home/apt,5,1,1,2,142,2,29,192,98,0,1,0,0,0,1,0,1,0,0
Midtown,32.74384,-117.15421,Private room,2,1,1,1,123,4,7,138,100,0,0,1,0,0,0,1,0,1,0
Kensington,32.76611,-117.09915,Entire home/apt,2,1,1,1,120,3,1125,77,100,0,0,0,0,1,0,1,1,0,0
University City,32.87214,-117.20466,Entire home/apt,4,1,1,2,108,1,1120,133,93,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.78176,-117.16449,Private room,2,1,1,1,55,1,1125,395,97,0,0,0,1,0,0,1,0,1,0
Little Italy,32.72355,-117.16744,Entire home/apt,4,1,1,1,120,2,1125,181,91,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79085,-117.23472,Entire home/apt,3,1,1,1,99,3,31,141,98,0,1,0,0,0,1,0,1,0,0
City Heights West,32.75053,-117.1217,Entire home/apt,2,1,1,1,82,2,14,58,99,0,0,0,0,1,0,1,1,0,0
Rancho Penasquitos,32.94665,-117.13816,Private room,1,1,1,1,45,2,31,54,98,0,0,0,0,1,0,1,0,1,0
Serra Mesa,32.79554,-117.13569,Entire home/apt,4,1,1,1,98,2,1125,86,100,0,0,0,0,1,0,1,1,0,0
South Park,32.72581,-117.12452,Entire home/apt,7,1,1,4,79,1,21,304,100,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.79865,-117.25723,Entire home/apt,4,1,1,1,150,3,1125,30,88,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77513,-117.25102,Entire home/apt,10,3.5,3,5,358,3,1124,7,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77513,-117.25102,Entire home/apt,6,1.5,2,3,214,3,1124,12,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77513,-117.25102,Entire home/apt,16,7,8,13,1046,3,1125,5,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7863,-117.25373,Entire home/apt,6,2,2,2,210,3,1125,29,90,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74402,-117.23392,Entire home/apt,4,1,2,2,112,2,21,159,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.79043,-117.25414,Entire home/apt,9,3,3,4,275,4,150,53,99,0,1,0,0,0,1,0,1,0,0
Roseville,32.72101,-117.23478,Entire home/apt,3,1,1,1,151,2,14,55,97,1,0,0,0,0,1,0,1,0,0
Carmel Mountain,32.98086,-117.06951,Entire home/apt,8,2,3,3,182,30,180,5,100,0,0,0,0,1,0,1,1,0,0
Bay Park,32.77777,-117.20388,Entire home/apt,5,1,1,3,139,2,1124,185,98,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.75402,-117.24949,Entire home/apt,4,1,1,2,164,3,31,10,98,1,0,0,0,0,1,0,1,0,0
Bay Park,32.78471,-117.19116,Entire home/apt,4,2,3,2,342,5,14,6,95,0,0,0,1,0,0,1,1,0,0
Midtown District,32.73588,-117.21721,Private room,2,1,1,2,58,1,1125,13,80,0,0,1,0,0,0,1,0,1,0
Midtown District,32.74292,-117.20844,Private room,2,1,1,0,49,1,90,2,30,0,0,1,0,0,0,1,0,1,0
East Village,32.70896,-117.15537,Entire home/apt,4,2,2,2,141,30,1125,1,40,0,0,1,0,0,0,1,1,0,0
Bay Park,32.80268,-117.21085,Entire home/apt,6,2,2,4,203,3,28,143,98,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.76765,-117.25114,Entire home/apt,6,2,2,3,205,1,365,13,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77835,-117.25315,Entire home/apt,6,2,2,4,529,1,365,10,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79842,-117.23636,Entire home/apt,8,3,3,4,311,5,31,49,96,0,1,0,0,0,1,0,1,0,0
Midtown,32.74058,-117.16088,Entire home/apt,4,1,1,2,99,1,1125,187,86,0,0,1,0,0,0,1,1,0,0
La Jolla,32.85412,-117.25522,Entire home/apt,4,1,2,3,284,3,1125,56,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7734,-117.25066,Entire home/apt,5,1,1,3,153,1,1125,26,97,0,1,0,0,0,1,0,1,0,0
Midtown,32.74282,-117.179,Entire home/apt,4,1,1,2,75,30,1125,114,92,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.89906,-117.15658,Private room,1,1,1,2,40,2,180,26,99,0,0,0,0,1,0,1,0,1,0
Bario Logan,32.69905,-117.14282,Entire home/apt,10,4.5,4,4,193,4,1124,192,99,0,0,1,0,0,0,1,1,0,0
La Jolla,32.82712,-117.24215,Entire home/apt,3,1,1,2,98,2,1125,210,99,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.8181,-117.17241,Private room,1,1,1,1,175,5,90,17,94,0,0,0,1,0,0,1,0,1,0
Grant Hill,32.70674,-117.14085,Entire home/apt,4,1,1,2,104,2,1000,213,95,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.70815,-117.14348,Private room,2,1,1,2,50,1,30,12,90,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.78238,-117.25407,Entire home/apt,3,1,1,2,176,3,365,22,89,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79215,-117.25202,Entire home/apt,14,3,5,9,675,3,90,50,94,0,1,0,0,0,1,0,1,0,0
Midtown,32.746,-117.17884,Entire home/apt,6,2,3,3,350,2,60,3,93,0,0,1,0,0,0,1,1,0,0
Clairemont Mesa,32.81707,-117.17665,Private room,1,1,1,1,36,7,360,23,94,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.77456,-117.25289,Entire home/apt,16,3,3,9,525,3,1125,58,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79957,-117.23125,Entire home/apt,3,1,1,1,83,1,1125,282,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.81095,-117.2285,Entire home/apt,6,1.5,3,4,282,2,1125,120,97,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74398,-117.22721,Entire home/apt,7,1.5,2,3,187,3,90,56,95,1,0,0,0,0,1,0,1,0,0
Nestor,32.57383,-117.08822,Private room,2,1,1,1,36,1,180,99,98,1,0,0,0,0,1,0,0,1,0
College Area,32.76551,-117.0819,Entire home/apt,6,1,2,3,150,2,29,96,98,0,0,0,0,1,0,1,1,0,0
Clairemont Mesa,32.81547,-117.17796,Private room,2,1,1,1,37,5,360,29,94,0,0,0,1,0,0,1,0,1,0
Pacific Beach,32.79127,-117.25464,Private room,2,1,1,1,393,3,30,37,95,0,1,0,0,0,1,0,0,1,0
University City,32.86977,-117.21617,Private room,1,1,1,1,49,1,60,213,98,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.76607,-117.25016,Entire home/apt,7,2,2,5,352,1,365,8,90,0,1,0,0,0,1,0,1,0,0
Scripps Ranch,32.9224,-117.10056,Entire home/apt,8,4.5,4,5,728,4,180,69,99,0,0,0,0,1,0,1,1,0,0
Clairemont Mesa,32.81567,-117.17966,Entire home/apt,6,2,2,3,98,30,300,22,92,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78342,-117.25093,Entire home/apt,4,1,1,2,86,3,30,196,95,0,1,0,0,0,1,0,1,0,0
North Clairemont,32.83711,-117.19599,Entire home/apt,8,2,3,4,279,5,18,19,98,0,0,0,1,0,0,1,1,0,0
Southcrest,32.68817,-117.10944,Entire home/apt,3,1,1,1,70,1,20,274,94,0,0,1,0,0,0,1,1,0,0
Midtown,32.74246,-117.15954,Entire home/apt,4,1,1,1,95,1,1125,123,87,0,0,1,0,0,0,1,1,0,0
La Jolla Village,32.86446,-117.23234,Private room,2,1.5,1,1,196,6,90,11,100,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.79317,-117.24056,Entire home/apt,5,1,2,2,255,3,1125,4,100,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.72592,-117.13096,Entire home/apt,2,1,1,1,86,2,1124,188,98,0,0,1,0,0,0,1,1,0,0
Bay Park,32.79161,-117.20165,Private room,1,1.5,1,1,47,1,1125,296,100,0,0,0,1,0,0,1,0,1,0
Gaslamp Quarter,32.71225,-117.16137,Private room,1,0,1,1,59,1,1125,18,81,0,0,1,0,0,0,1,0,1,0
Loma Portal,32.75196,-117.22589,Private room,2,2,1,1,65,31,1125,35,96,1,0,0,0,0,1,0,0,1,0
Allied Gardens,32.79368,-117.08962,Entire home/apt,3,1,1,2,82,2,30,175,99,0,0,0,0,1,0,1,1,0,0
Balboa Park,32.74041,-117.1427,Entire home/apt,4,2,2,2,199,30,300,5,96,0,0,1,0,0,0,1,1,0,0
West University Heights,32.76257,-117.13954,Private room,2,1,1,1,70,2,1125,56,99,0,0,0,1,0,0,1,0,1,0
Grantville,32.78208,-117.1081,Entire home/apt,6,1.5,3,3,138,30,1125,22,95,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78219,-117.25168,Entire home/apt,8,2.5,3,5,308,1,365,35,93,0,1,0,0,0,1,0,1,0,0
College Area,32.767,-117.08344,Entire home/apt,2,1.5,1,1,99,30,150,3,100,0,0,0,0,1,0,1,1,0,0
Carmel Valley,32.9457,-117.23191,Entire home/apt,4,2,2,3,120,30,1125,20,98,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80461,-117.2404,Entire home/apt,8,2,3,4,500,3,30,22,97,0,1,0,0,0,1,0,1,0,0
Northwest,32.6381,-117.08186,Entire home/apt,4,1,1,2,89,2,29,122,96,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75277,-117.24862,Entire home/apt,7,2.5,2,3,159,1,1125,308,96,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.74911,-117.23838,Entire home/apt,3,1,1,2,143,2,1125,175,99,1,0,0,0,0,1,0,1,0,0
Columbia,32.71941,-117.16781,Entire home/apt,3,1,1,1,101,30,365,4,100,0,0,1,0,0,0,1,1,0,0
City Heights East,32.75398,-117.09561,Private room,2,1,1,0,46,30,1125,205,97,0,0,0,0,1,0,1,0,1,0
Grant Hill,32.71113,-117.14635,Entire home/apt,2,1,1,1,329,3,7,4,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.7911,-117.23797,Entire home/apt,2,1,1,2,110,2,1125,49,88,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78372,-117.25379,Entire home/apt,6,1,2,3,311,1,365,16,99,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78052,-117.2533,Entire home/apt,4,3,2,4,450,1,365,7,91,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77251,-117.25186,Entire home/apt,6,2.5,3,4,376,3,21,189,98,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74679,-117.23866,Entire home/apt,8,1,2,4,112,1,1125,223,99,1,0,0,0,0,1,0,1,0,0
University City,32.86667,-117.21317,Entire home/apt,4,1,1,2,108,30,1125,41,97,0,1,0,0,0,1,0,1,0,0
Midtown,32.74255,-117.17292,Entire home/apt,2,1,1,1,90,3,120,8,97,0,0,1,0,0,0,1,1,0,0
La Jolla,32.82307,-117.24042,Entire home/apt,10,3.5,4,6,1400,5,1125,1,100,0,1,0,0,0,1,0,1,0,0
Old Town,32.74369,-117.1828,Entire home/apt,4,1,2,2,93,2,120,53,92,0,0,1,0,0,0,1,1,0,0
Bay Park,32.80519,-117.19636,Entire home/apt,13,2,4,7,316,5,1125,45,89,0,0,0,1,0,0,1,1,0,0
Midtown,32.74706,-117.16316,Entire home/apt,4,1,1,2,179,2,1125,189,99,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.74708,-117.24682,Entire home/apt,4,1,1,2,139,2,1125,226,95,1,0,0,0,0,1,0,1,0,0
Midtown,32.74712,-117.16308,Entire home/apt,2,1,1,2,178,2,30,164,100,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.7159,-117.13612,Entire home/apt,3,1,1,1,149,30,1125,102,96,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.79723,-117.24635,Entire home/apt,6,2,2,3,191,1,28,122,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78257,-117.25143,Entire home/apt,11,2,3,5,408,2,14,129,91,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78792,-117.25261,Entire home/apt,4,2,2,2,211,2,1044,61,99,0,1,0,0,0,1,0,1,0,0
University City,32.86001,-117.2275,Entire home/apt,4,2,2,3,200,30,1125,73,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7748,-117.2524,Entire home/apt,16,5,6,10,560,3,182,6,100,0,1,0,0,0,1,0,1,0,0
Kearny Mesa,32.82015,-117.16119,Entire home/apt,2,1,1,1,69,2,1125,60,93,0,0,0,1,0,0,1,1,0,0
Serra Mesa,32.78527,-117.13171,Entire home/apt,5,2.5,3,3,125,30,352,4,100,0,0,0,0,1,0,1,1,0,0
Gaslamp Quarter,32.71232,-117.16108,Private room,2,0,1,1,69,1,1125,5,76,0,0,1,0,0,0,1,0,1,0
Clairemont Mesa,32.83396,-117.17951,Private room,1,1,1,1,55,5,1125,38,95,0,0,0,1,0,0,1,0,1,0
La Jolla,32.84969,-117.2572,Entire home/apt,10,3.5,4,4,750,4,9,14,100,0,1,0,0,0,1,0,1,0,0
Midtown,32.74711,-117.16291,Entire home/apt,4,1,1,2,179,2,29,158,99,0,0,1,0,0,0,1,1,0,0
Gaslamp Quarter,32.70834,-117.1608,Entire home/apt,4,1,1,1,114,30,1125,1,100,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75114,-117.25112,Entire home/apt,5,1,1,3,135,1,29,338,98,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.77522,-117.25319,Private room,6,1,1,3,88,1,1125,262,96,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.7733,-117.25034,Entire home/apt,8,2,3,5,350,3,182,18,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77323,-117.25046,Entire home/apt,11,2,4,5,375,3,182,14,99,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.72049,-117.12915,Entire home/apt,2,1,1,1,59,2,21,239,96,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.74945,-117.25065,Entire home/apt,2,1,1,1,273,1,1125,27,97,1,0,0,0,0,1,0,1,0,0
La Jolla,32.86002,-117.25496,Entire home/apt,4,2,3,6,534,2,1125,25,95,0,1,0,0,0,1,0,1,0,0
Midtown,32.74712,-117.163,Entire home/apt,2,1,1,2,179,2,1125,154,99,0,0,1,0,0,0,1,1,0,0
Midtown,32.73747,-117.16073,Entire home/apt,6,2,3,3,275,30,60,1,80,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75182,-117.2485,Entire home/apt,16,4,4,8,1349,1,1125,2,100,1,0,0,0,0,1,0,1,0,0
Pacific Beach,32.79592,-117.25622,Entire home/apt,8,2.5,3,8,300,3,1125,7,100,0,1,0,0,0,1,0,1,0,0
Midtown,32.74628,-117.1781,Entire home/apt,1,1,1,1,95,2,2,28,97,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76076,-117.25073,Entire home/apt,8,3,3,5,339,1,365,22,95,0,1,0,0,0,1,0,1,0,0
Wooded Area,32.7216,-117.25345,Entire home/apt,8,3,4,4,630,1,365,23,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78384,-117.25372,Entire home/apt,6,1,2,4,332,1,365,8,90,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75291,-117.2485,Entire home/apt,10,3,1,4,170,1,1125,179,97,1,0,0,0,0,1,0,1,0,0
Clairemont Mesa,32.81757,-117.17079,Private room,2,1,1,1,32,1,10,338,97,0,0,0,1,0,0,1,0,1,0
Midtown,32.7452,-117.16078,Entire home/apt,2,1,1,1,61,7,1125,192,98,0,0,1,0,0,0,1,1,0,0
Old Town,32.75244,-117.16474,Entire home/apt,2,1,1,1,101,2,7,256,100,0,0,1,0,0,0,1,1,0,0
La Jolla,32.83792,-117.27618,Entire home/apt,5,1,2,2,260,3,29,121,99,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78278,-117.25389,Entire home/apt,6,1,3,4,214,4,29,35,91,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83059,-117.27347,Entire home/apt,8,2.5,3,5,331,1,999,24,93,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82984,-117.27777,Entire home/apt,6,2.5,2,4,236,1,999,52,95,0,1,0,0,0,1,0,1,0,0
La Jolla,32.84214,-117.27473,Entire home/apt,4,1,1,2,134,1,999,38,89,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82936,-117.27851,Entire home/apt,6,2.5,3,3,272,1,999,25,92,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83003,-117.27681,Entire home/apt,4,1,1,2,198,1,999,48,90,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.74901,-117.24677,Entire home/apt,7,2,3,5,236,1,999,82,93,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.7396,-117.25185,Entire home/apt,2,1,1,1,130,1,999,67,93,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.73999,-117.25238,Entire home/apt,6,1,2,4,182,1,999,64,92,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.74018,-117.25332,Entire home/apt,4,1,1,2,154,1,999,45,93,1,0,0,0,0,1,0,1,0,0
Wooded Area,32.71682,-117.24455,Entire home/apt,10,3,4,5,305,1,999,39,95,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.77902,-117.25311,Entire home/apt,8,2.5,3,4,395,3,1125,33,93,0,1,0,0,0,1,0,1,0,0
Kensington,32.77032,-117.10501,Entire home/apt,2,1,1,1,59,5,1125,148,99,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78904,-117.25458,Entire home/apt,6,2,2,3,375,3,1125,17,88,0,1,0,0,0,1,0,1,0,0
Old Town,32.74742,-117.18956,Private room,2,1,1,1,105,90,1125,35,96,0,0,1,0,0,0,1,0,1,0
City Heights West,32.73225,-117.10791,Entire home/apt,4,1,2,2,88,2,21,84,97,0,0,0,0,1,0,1,1,0,0
